id,species1,species2,species3,species4,species5,species6,species7,species8,species9,species10
sample_1846,4.92E-12,1.34E-10,6.92E-06,6.63E-18,1.82E-07,3.00E-12,0.998161954,4.95E-06,1.33E-14,0.001826004
sample_1847,1.17E-08,1.59E-06,0.536380205,2.22E-14,0.141840719,5.56E-07,0.047304437,8.89E-05,1.27E-10,0.274383538
sample_1848,7.90E-08,2.52E-07,0.998542929,5.68E-12,0.001136359,0.000184415,3.18E-06,7.61E-08,4.86E-08,0.000132657
sample_1849,3.82E-08,7.55E-06,0.361107857,8.05E-14,0.608251819,3.40E-06,0.000585729,5.54E-05,6.38E-10,0.02998817
sample_1850,0.002775134,0.97320966,0.0005993,3.11E-09,0.001814854,7.33E-06,7.87E-08,0.021537616,1.80E-05,3.81E-05
sample_1851,1.44E-09,8.66E-08,0.000138483,9.97E-16,0.001441398,2.74E-10,0.150107579,0.00380655,2.75E-12,0.844505902
sample_1852,9.04E-08,6.23E-08,0.999386167,2.03E-11,0.000354494,4.06E-05,9.08E-06,3.25E-08,9.58E-08,0.00020942
sample_1853,6.66E-12,1.35E-10,4.28E-06,8.83E-18,1.78E-07,2.29E-12,0.997472482,6.62E-06,1.61E-14,0.002516438
sample_1854,9.39E-11,4.31E-09,3.77E-05,8.49E-17,3.08E-05,3.39E-11,0.884550111,0.000196041,2.10E-13,0.115185369
sample_1855,0.000156335,0.001408908,0.003718235,7.72E-07,5.20E-06,0.969885276,1.86E-09,1.44E-06,0.024823563,2.72E-07
sample_1856,1.45E-10,1.48E-08,0.001212909,1.68E-16,0.000203941,5.53E-10,0.907410878,5.99E-05,5.84E-13,0.09111234
sample_1857,0.089777471,0.00064853,2.31E-06,0.905661853,1.79E-08,9.87E-08,8.89E-11,5.44E-05,0.003855286,1.31E-08
sample_1858,0.009763026,3.96E-05,8.12E-07,0.98981473,2.86E-09,2.18E-08,3.33E-11,1.27E-05,0.00036912,3.77E-09
sample_1859,5.81E-06,0.00012344,0.898108588,2.91E-10,0.00728504,0.094368182,7.66E-07,3.58E-06,6.04E-06,9.86E-05
sample_1860,1.92E-09,2.61E-07,0.002748719,1.70E-15,0.008080145,3.32E-09,0.270673391,0.001224108,6.40E-12,0.71727337
sample_1861,5.81E-12,1.41E-10,4.93E-06,7.49E-18,2.15E-07,2.50E-12,0.997399579,6.38E-06,1.45E-14,0.002588903
sample_1862,1.71E-07,2.50E-06,0.991706691,4.44E-12,0.00736456,0.000722565,2.77E-06,4.73E-07,5.46E-08,0.000200218
sample_1863,5.36E-11,4.77E-09,0.000467411,6.42E-17,4.56E-05,1.84E-10,0.962290595,2.61E-05,2.09E-13,0.037170217
sample_1864,0.002131677,0.039996807,0.009409852,5.27E-06,2.80E-05,0.800893497,8.12E-09,2.04E-05,0.147513134,1.36E-06
sample_1865,0.000684802,0.002025172,0.000418445,0.000261209,3.15E-07,0.060582036,3.13E-10,1.46E-06,0.936026524,4.03E-08
sample_1866,7.29E-08,2.43E-05,0.110501345,1.27E-13,0.878764286,3.88E-06,8.91E-05,0.000101683,1.13E-09,0.010515411
sample_1867,0.010525089,0.129281629,0.001683175,0.000109651,5.84E-06,0.037424306,2.79E-09,3.93E-05,0.820930556,4.72E-07
sample_1868,0.00134778,0.993794242,0.002103184,6.47E-09,0.001026015,0.000239118,4.00E-08,0.001388635,8.68E-05,1.42E-05
sample_1869,5.19E-08,7.07E-08,0.999210721,5.86E-12,0.000536157,3.86E-05,8.26E-06,3.70E-08,3.43E-08,0.000206108
sample_1870,5.85E-09,5.90E-07,0.000443976,3.66E-15,0.016381324,1.42E-09,0.031327574,0.010776378,1.21E-11,0.94107015
sample_1871,0.00131115,0.000352436,0.000193595,0.772110106,2.94E-08,0.001424187,2.34E-10,2.95E-06,0.22460553,1.83E-08
sample_1872,1.21E-05,7.87E-06,1.83E-05,3.98E-12,0.004010951,5.68E-10,0.000103857,0.872006358,3.04E-09,0.123840562
sample_1873,0.000929305,0.003029091,0.000364812,0.00030518,3.27E-07,0.03738481,3.13E-10,1.92E-06,0.957984514,4.15E-08
sample_1874,4.50E-08,1.46E-05,0.007038624,3.20E-14,0.753065276,6.36E-08,0.001855932,0.006753711,1.69E-10,0.231271717
sample_1875,0.000888648,0.000458511,8.84E-05,0.220787662,2.60E-08,0.001920556,9.65E-11,1.19E-06,0.775854963,9.35E-09
sample_1876,0.038277185,0.952019037,0.000119804,1.28E-07,6.70E-05,2.98E-06,1.09E-08,0.009260463,0.000249183,4.20E-06
sample_1877,5.96E-09,3.54E-07,0.9394956,2.19E-14,0.030493169,1.06E-06,0.003708997,3.78E-06,1.38E-10,0.02629704
sample_1878,0.000108244,0.000930474,0.003577702,4.98E-07,4.76E-06,0.978887319,1.69E-09,1.06E-06,0.016489689,2.43E-07
sample_1879,0.926529672,7.08E-05,1.62E-06,0.072483245,8.65E-08,4.34E-09,9.67E-10,0.000707129,0.000207292,1.78E-07
sample_1880,0.000387782,0.000168056,0.000253118,0.09924147,3.54E-08,0.015199781,1.61E-10,6.52E-07,0.884749091,1.36E-08
sample_1881,9.26E-11,8.52E-09,0.003870328,1.40E-16,0.000104273,9.72E-10,0.960317097,1.17E-05,5.12E-13,0.035696546
sample_1882,0.025932163,0.834373106,0.001179809,2.02E-05,1.57E-05,0.003740559,4.70E-09,0.000194553,0.134542983,9.91E-07
sample_1883,1.03E-09,1.26E-07,0.030862152,1.47E-15,0.003730362,1.30E-08,0.704722886,8.55E-05,6.20E-12,0.260598926
sample_1884,4.31E-07,6.75E-07,0.997293578,1.06E-10,0.000556267,0.002088857,1.06E-06,9.66E-08,9.87E-07,5.80E-05
sample_1885,5.64E-10,2.08E-09,2.92E-06,5.63E-16,7.34E-06,5.75E-12,0.617548251,0.000288769,6.61E-13,0.38215271
sample_1886,0.052981294,0.873874875,0.000322269,3.31E-05,6.69E-06,0.000288421,2.51E-09,0.000302244,0.072190512,5.60E-07
sample_1887,7.06E-12,2.95E-10,1.22E-05,8.29E-18,8.54E-07,5.72E-12,0.99472382,8.90E-06,1.95E-14,0.005254182
sample_1888,1.04E-08,5.03E-07,9.89E-05,5.47E-15,0.008617957,4.81E-10,0.011383708,0.03127654,1.44E-11,0.94862234
sample_1889,0.013675432,0.008390785,5.23E-05,0.190970032,8.18E-08,0.000147158,1.76E-10,1.23E-05,0.786751885,2.31E-08
sample_1890,0.002042788,0.000688121,2.40E-05,0.776916202,1.39E-08,9.24E-05,5.59E-11,2.30E-06,0.220234159,5.87E-09
sample_1891,2.23E-11,1.16E-09,2.92E-05,2.33E-17,6.02E-06,1.71E-11,0.976840797,3.28E-05,5.98E-14,0.0230912
sample_1892,1.80E-11,7.04E-10,1.30E-05,1.87E-17,2.90E-06,8.41E-12,0.98123956,3.02E-05,4.34E-14,0.018714335
sample_1893,7.76E-12,1.85E-10,4.18E-06,9.25E-18,3.70E-07,2.50E-12,0.99513701,1.00E-05,1.80E-14,0.004848437
sample_1894,3.61E-09,6.29E-09,2.13E-06,2.96E-15,2.95E-05,7.65E-12,0.058394832,0.001135698,2.88E-12,0.940437817
sample_1895,0.589483163,0.000976802,2.10E-05,5.47E-07,8.56E-05,1.02E-08,2.61E-07,0.409272664,1.86E-05,0.000141361
sample_1896,0.797019117,0.190020057,4.05E-05,1.42E-05,8.87E-06,6.56E-07,5.62E-09,0.011198699,0.001696106,1.78E-06
sample_1897,0.012368577,0.001921673,9.30E-06,0.90767286,1.83E-08,5.73E-06,6.17E-11,9.64E-06,0.078012202,7.88E-09
sample_1898,0.996356491,4.76E-05,1.30E-06,0.000112941,4.89E-07,1.27E-09,4.05E-09,0.00345101,2.90E-05,1.18E-06
sample_1899,4.96E-12,1.63E-10,2.39E-05,7.71E-18,1.49E-07,6.96E-12,0.999012072,3.37E-06,1.62E-14,0.000960463
sample_1900,2.51E-11,4.18E-10,3.40E-06,2.67E-17,1.17E-06,3.08E-12,0.977381448,3.60E-05,4.74E-14,0.022577961
sample_1901,1.90E-11,4.98E-10,5.97E-06,1.98E-17,1.65E-06,4.57E-12,0.980942048,3.25E-05,4.04E-14,0.019017787
sample_1902,0.000683981,0.001322777,0.000136855,0.001379265,9.37E-08,0.009637467,1.28E-10,1.06E-06,0.986838482,1.58E-08
sample_1903,7.14E-12,1.58E-10,3.95E-06,8.83E-18,2.73E-07,2.29E-12,0.996198069,8.41E-06,1.67E-14,0.003789294
sample_1904,9.58E-10,2.55E-08,2.93E-05,6.70E-16,0.000252825,6.02E-11,0.209340049,0.002851573,1.44E-12,0.787526267
sample_1905,5.84E-08,1.85E-05,0.004707781,3.80E-14,0.762551146,5.11E-08,0.001352772,0.011359912,1.94E-10,0.220009772
sample_1906,0.049116442,0.296268376,0.00036712,0.000681239,2.36E-06,0.00102264,1.54E-09,0.000108479,0.652433059,2.79E-07
sample_1907,1.41E-09,5.86E-08,0.635780475,4.79E-15,0.001755557,1.05E-07,0.296658615,3.49E-06,2.11E-11,0.065801695
sample_1908,4.44E-07,1.05E-05,9.07E-05,1.57E-13,0.042924498,1.68E-09,0.00047343,0.62646501,3.46E-10,0.330035394
sample_1909,0.006888686,0.140149799,0.000280601,2.38E-09,0.004922497,4.01E-07,4.87E-07,0.847417186,4.72E-06,0.000335616
sample_1910,8.09E-12,2.50E-10,6.35E-06,9.29E-18,6.37E-07,3.60E-12,0.993870428,1.15E-05,1.98E-14,0.006111085
sample_1911,4.36E-08,7.72E-06,0.445793252,1.05E-13,0.534080301,5.51E-06,0.00035597,3.67E-05,8.75E-10,0.019720514
sample_1912,6.24E-06,1.29E-05,0.01891027,2.76E-08,7.74E-06,0.980418298,4.46E-09,1.07E-07,0.000643936,4.72E-07
sample_1913,4.46E-10,1.02E-09,1.93E-06,5.34E-16,2.69E-06,3.56E-12,0.786908805,0.000104982,5.35E-13,0.212981591
sample_1914,3.66E-07,0.000225769,0.039075279,5.26E-13,0.95689205,7.73E-06,1.38E-05,0.000341832,5.36E-09,0.00344315
sample_1915,1.18E-11,8.43E-10,0.000371179,1.80E-17,3.97E-06,7.71E-11,0.99471633,2.94E-06,5.57E-14,0.004905577
sample_1916,0.05512196,0.934498471,0.000140283,5.59E-06,7.80E-06,3.41E-05,2.39E-09,0.000644061,0.009547099,6.26E-07
sample_1917,3.00E-11,2.47E-09,0.000295322,3.72E-17,1.89E-05,1.04E-10,0.979236384,1.48E-05,1.17E-13,0.020434588
sample_1918,7.25E-09,2.72E-08,4.27E-06,4.45E-15,0.000170537,2.02E-11,0.014725296,0.006592886,5.57E-12,0.978506973
sample_1919,1.65E-10,1.21E-08,0.02323867,3.28E-16,0.000165473,3.89E-09,0.942635832,5.54E-06,1.26E-12,0.033954463
sample_1920,5.87E-10,2.64E-08,7.08E-05,4.46E-16,0.000294381,1.06E-10,0.417861414,0.001592592,1.11E-12,0.580180787
sample_1921,0.00010113,4.29E-05,0.000727817,0.004097249,6.94E-08,0.194743167,2.49E-10,1.97E-07,0.800287422,2.06E-08
sample_1922,1.99E-09,1.35E-08,5.71E-06,1.38E-15,9.03E-05,1.76E-11,0.074303471,0.002830545,2.01E-12,0.922769934
sample_1923,0.041390624,0.01890553,5.62E-05,0.265323914,1.38E-07,7.21E-05,2.86E-10,3.39E-05,0.674217535,4.03E-08
sample_1924,4.62E-07,1.34E-06,0.995442991,6.73E-11,0.000971761,0.003519928,9.59E-07,1.57E-07,7.61E-07,6.16E-05
sample_1925,0.125261566,0.764655664,0.00020956,0.000152982,4.19E-06,0.000112403,2.16E-09,0.000434705,0.109168459,4.72E-07
sample_1926,1.18E-10,3.05E-09,1.38E-05,1.03E-16,1.71E-05,1.58E-11,0.851410155,0.00026595,2.15E-13,0.14829299
sample_1927,9.29E-08,7.23E-08,0.999381549,1.97E-11,0.000375989,5.27E-05,7.24E-06,3.42E-08,1.00E-07,0.00018224
sample_1928,3.68E-07,0.0002321,0.003261746,2.32E-13,0.976105492,2.54E-07,2.80E-05,0.008553404,1.55E-09,0.011818681
sample_1929,1.06E-09,2.12E-08,1.93E-05,7.34E-16,0.000190034,4.33E-11,0.177021454,0.002933481,1.45E-12,0.819835695
sample_1930,1.04E-11,2.88E-10,5.46E-06,1.16E-17,7.70E-07,3.48E-12,0.991488125,1.56E-05,2.38E-14,0.008490057
sample_1931,1.47E-11,8.72E-10,0.001592329,2.90E-17,3.41E-06,2.02E-10,0.995236894,1.22E-06,9.10E-14,0.003166147
sample_1932,0.011668949,0.975558654,0.000691319,1.28E-06,2.50E-05,0.000775996,4.55E-09,0.000255082,0.011022568,1.13E-06
sample_1933,8.47E-08,3.11E-05,0.088318449,1.42E-13,0.902763479,3.94E-06,6.46E-05,0.000117261,1.29E-09,0.008701105
sample_1934,3.09E-08,1.07E-05,0.031946844,3.14E-14,0.848701065,2.43E-07,0.001565316,0.000898441,1.97E-10,0.116877401
sample_1935,0.630793178,0.33068156,6.67E-05,0.000560465,2.49E-06,6.34E-06,2.06E-09,0.001449942,0.036438859,4.79E-07
sample_1936,0.203993418,0.001913326,4.77E-06,0.784836337,4.34E-08,2.25E-07,1.80E-10,0.000118026,0.009133822,2.80E-08
sample_1937,2.64E-10,1.35E-08,7.50E-05,2.20E-16,0.000131993,8.33E-11,0.699336213,0.000600447,5.69E-13,0.299856314
sample_1938,2.39E-06,1.02E-05,0.942623048,4.44E-10,0.001198955,0.056112906,4.99E-07,4.96E-07,7.10E-06,4.44E-05
sample_1939,0.010524292,0.001633937,8.56E-06,0.916658889,1.60E-08,5.45E-06,5.52E-11,8.32E-06,0.071160523,6.97E-09
sample_1940,4.18E-08,5.97E-06,0.599142971,1.19E-13,0.385859746,7.65E-06,0.000287231,2.13E-05,1.01E-09,0.014675092
sample_1941,7.02E-09,9.05E-09,1.93E-06,5.44E-15,4.23E-05,8.46E-12,0.024475573,0.001692306,4.86E-12,0.97378791
sample_1942,1.27E-10,6.82E-10,2.13E-06,1.40E-16,1.81E-06,3.02E-12,0.913020716,7.70E-05,1.81E-13,0.086898379
sample_1943,2.35E-05,8.65E-06,0.003606263,4.57E-05,2.93E-07,0.879011926,7.87E-10,7.12E-08,0.117303477,6.30E-08
sample_1944,2.25E-11,6.95E-10,8.61E-06,2.29E-17,2.69E-06,6.51E-12,0.975651532,4.09E-05,4.93E-14,0.024296298
sample_1945,2.82E-07,6.48E-05,0.001387137,1.31E-13,0.724554064,3.20E-08,0.000396429,0.106695297,5.70E-10,0.166901996
sample_1946,3.44E-08,2.26E-06,0.905602865,1.79E-13,0.090804859,1.87E-05,7.46E-05,3.18E-06,1.65E-09,0.003493562
sample_1947,9.98E-11,4.78E-09,0.031327334,2.61E-16,4.02E-05,3.22E-09,0.956211318,1.47E-06,9.24E-13,0.012419708
sample_1948,2.18E-10,2.27E-08,0.00693608,3.13E-16,0.000385085,2.19E-09,0.910187875,2.82E-05,1.19E-12,0.082462731
sample_1949,0.004291185,0.000646356,0.000179533,0.940965477,3.69E-08,0.000197534,4.60E-10,1.51E-05,0.053704702,3.42E-08
sample_1950,3.80E-09,8.64E-09,2.52E-06,2.87E-15,4.45E-05,9.45E-12,0.043555929,0.001746981,3.04E-12,0.954650057
sample_1951,4.73E-11,4.92E-10,2.56E-06,5.06E-17,1.32E-06,2.84E-12,0.960928377,5.09E-05,7.87E-14,0.039016817
sample_1952,4.81E-06,0.000823986,0.759909707,3.22E-11,0.233988655,0.004239885,5.28E-06,5.89E-05,5.38E-07,0.000968229
sample_1953,1.09E-10,7.16E-09,0.018894656,2.30E-16,7.84E-05,2.68E-09,0.960219683,3.29E-06,8.53E-13,0.020803982
sample_1954,9.62E-06,0.008437023,0.086260509,1.69E-11,0.901454976,0.000160969,6.51E-06,0.001497108,2.19E-07,0.002173064
sample_1955,9.29E-07,0.000186345,0.000952584,3.72E-13,0.649283417,3.89E-08,0.000136647,0.263784224,1.54E-09,0.085655814
sample_1956,0.018917151,0.000406769,1.68E-06,0.975975912,6.89E-09,1.67E-07,3.33E-11,1.30E-05,0.004685273,4.48E-09
sample_1957,4.32E-11,3.59E-09,0.000263402,4.99E-17,3.06E-05,1.12E-10,0.966225001,2.77E-05,1.56E-13,0.0334533
sample_1958,0.003923286,0.548033964,0.000978909,1.82E-09,0.015325459,2.41E-06,6.95E-07,0.431286323,6.85E-06,0.0004421
sample_1959,5.84E-07,5.63E-06,0.990570545,3.08E-11,0.003781773,0.005540386,1.16E-06,5.20E-07,4.42E-07,9.90E-05
sample_1960,2.19E-05,0.003069928,0.856451212,2.46E-10,0.10427869,0.035571989,2.68E-06,7.58E-05,5.08E-06,0.000522756
sample_1961,1.31E-07,5.97E-05,0.003077886,8.07E-14,0.948263733,9.37E-08,0.000123156,0.009359912,4.72E-10,0.03911539
sample_1962,3.35E-06,0.000438876,0.00049576,1.12E-12,0.321282873,3.45E-08,4.38E-05,0.640861055,4.08E-09,0.036874205
sample_1963,6.76E-12,1.59E-10,4.28E-06,8.35E-18,2.82E-07,2.40E-12,0.996334605,8.11E-06,1.61E-14,0.003652727
sample_1964,4.86E-08,2.64E-06,0.932036711,3.20E-13,0.066035453,4.00E-05,3.29E-05,2.23E-06,3.18E-09,0.001850047
sample_1965,0.000443148,0.15126723,0.614079846,4.21E-09,0.127040291,0.105451125,2.62E-06,0.000943179,9.94E-05,0.000673157
sample_1966,4.98E-11,1.62E-09,1.36E-05,4.70E-17,8.18E-06,1.21E-11,0.939006987,0.000103125,1.04E-13,0.060868087
sample_1967,6.32E-08,7.53E-08,0.999267159,8.51E-12,0.000490165,4.71E-05,7.26E-06,3.67E-08,4.90E-08,0.000188046
sample_1968,4.40E-08,1.82E-05,0.010458861,3.65E-14,0.918390098,1.43E-07,0.000477445,0.001955728,2.26E-10,0.068699465
sample_1969,3.62E-06,1.00E-05,0.89508351,1.27E-09,0.000697781,0.104151517,3.83E-07,4.31E-07,1.98E-05,3.30E-05
sample_1970,0.002527693,0.993484439,0.000409303,6.83E-09,0.000350555,1.73E-05,1.94E-08,0.003153021,4.99E-05,7.78E-06
sample_1971,2.51E-08,7.11E-06,0.053800598,2.67E-14,0.647603841,2.20E-07,0.007481828,0.001006189,1.55E-10,0.290100192
sample_1972,0.007460988,0.000452183,2.38E-06,0.981113338,5.60E-09,6.07E-07,2.49E-11,5.80E-06,0.010964694,3.13E-09
sample_1973,3.43E-11,9.26E-10,8.13E-06,3.35E-17,3.80E-06,7.07E-12,0.960772793,6.56E-05,6.96E-14,0.039149659
sample_1974,0.000822136,0.000257229,0.000462285,0.392378831,4.92E-08,0.011088167,3.43E-10,1.75E-06,0.59498953,2.61E-08
sample_1975,7.91E-09,3.67E-07,0.963253275,3.89E-14,0.02804625,2.51E-06,0.000562712,1.60E-06,2.76E-10,0.008133282
sample_1976,1.21E-07,5.59E-05,0.051713772,1.82E-13,0.941876819,3.71E-06,3.47E-05,0.000180009,1.69E-09,0.006134962
sample_1977,0.996274957,2.74E-05,1.12E-06,0.002313561,1.84E-07,1.29E-09,2.31E-09,0.001333605,4.86E-05,5.31E-07
sample_1978,0.381681416,0.382247667,0.000129068,0.003445228,1.88E-06,4.06E-05,1.74E-09,0.000567713,0.231886099,3.47E-07
sample_1979,8.00E-10,1.95E-08,2.52E-05,5.76E-16,0.000176163,4.90E-11,0.269989424,0.002280405,1.20E-12,0.727528794
sample_1980,3.97E-12,1.95E-10,4.21E-05,5.87E-18,3.50E-07,1.04E-11,0.998622564,2.28E-06,1.47E-14,0.001332719
sample_1981,2.24E-08,2.85E-08,2.74E-06,1.44E-14,0.00013214,1.66E-11,0.007189821,0.006244159,1.31E-11,0.98643109
sample_1982,8.61E-07,8.43E-07,0.99515106,4.47E-10,0.000360698,0.004436477,8.17E-07,1.01E-07,3.88E-06,4.53E-05
sample_1983,2.56E-08,7.49E-06,0.036217535,2.52E-14,0.638238787,1.59E-07,0.00714452,0.001469302,1.43E-10,0.316922184
sample_1984,2.26E-06,0.000145675,0.00020368,7.07E-13,0.134710247,1.05E-08,5.00E-05,0.819368928,2.08E-09,0.045519226
sample_1985,3.71E-11,2.87E-10,1.83E-06,4.45E-17,5.69E-07,1.93E-12,0.978799729,2.62E-05,6.26E-14,0.021171707
sample_1986,8.53E-08,3.34E-05,0.00369904,5.41E-14,0.905516455,7.02E-08,0.000331508,0.009477393,2.99E-10,0.080942022
sample_1987,1.44E-11,8.20E-10,3.60E-05,1.61E-17,3.89E-06,1.70E-11,0.987139687,1.65E-05,4.27E-14,0.012803918
sample_1988,2.92E-06,7.41E-06,0.928531746,1.01E-09,0.000681955,0.070725614,4.21E-07,3.64E-07,1.49E-05,3.47E-05
sample_1989,0.005147742,0.05041178,0.000150417,1.56E-09,0.003282187,1.54E-07,4.33E-07,0.940688533,2.46E-06,0.000316289
sample_1990,2.58E-07,5.77E-05,0.383100199,7.89E-13,0.612957024,5.87E-05,2.84E-05,4.29E-05,8.84E-09,0.00375469
sample_1991,4.17E-06,0.001624565,0.00171872,1.75E-12,0.799508911,2.15E-07,2.55E-05,0.1794213,9.09E-09,0.017696604
sample_1992,1.23E-05,0.000927639,0.000217277,3.52E-12,0.090790951,2.78E-08,9.46E-06,0.898846589,1.09E-08,0.009195798
sample_1993,0.001973425,0.000418074,8.44E-06,0.939310159,6.61E-09,1.31E-05,2.99E-11,2.12E-06,0.058274695,3.21E-09
sample_1994,2.73E-05,0.000187191,0.003835172,9.14E-08,4.18E-06,0.992764569,1.43E-09,3.64E-07,0.003180901,1.96E-07
sample_1995,0.001380375,0.000142203,3.13E-06,0.989264509,2.63E-09,1.85E-06,1.66E-11,1.74E-06,0.009206185,1.70E-09
sample_1996,2.71E-08,7.67E-06,0.087751554,3.32E-14,0.745381258,4.24E-07,0.003794147,0.00048143,2.10E-10,0.162583489
sample_1997,1.67E-07,5.67E-05,0.147517118,3.48E-13,0.847145643,1.40E-05,3.44E-05,8.73E-05,3.55E-09,0.005144796
sample_1998,0.128362915,0.000103885,1.18E-06,0.870906404,1.46E-08,1.30E-08,1.33E-10,9.15E-05,0.00053407,1.93E-08
sample_1999,3.77E-11,1.43E-09,1.63E-05,3.64E-17,7.22E-06,1.28E-11,0.955320495,7.33E-05,8.43E-14,0.04458275
sample_2000,1.53E-11,2.85E-10,3.33E-06,1.70E-17,6.95E-07,2.60E-12,0.98787041,2.11E-05,3.10E-14,0.012104436
sample_2001,2.41E-08,2.76E-06,0.744476157,7.13E-14,0.233340185,4.33E-06,0.000691826,1.50E-05,5.55E-10,0.021469713
sample_2002,1.14E-05,0.002227746,0.000806773,3.86E-12,0.361810699,1.13E-07,1.83E-05,0.619688342,1.59E-08,0.015436685
sample_2003,0.001708101,0.99382509,0.002307139,1.38E-08,0.000601252,0.000521401,2.91E-08,0.000822386,0.0002051,9.49E-06
sample_2004,0.007035673,9.20E-05,7.27E-07,0.991713687,2.41E-09,5.19E-08,1.63E-11,6.03E-06,0.001151795,2.01E-09
sample_2005,0.001809795,0.000487602,1.46E-05,0.887824263,9.09E-09,3.73E-05,4.01E-11,2.05E-06,0.109824404,4.19E-09
sample_2006,8.09E-05,2.27E-05,0.00200443,0.003176765,1.22E-07,0.384215789,5.62E-10,1.79E-07,0.610499088,4.14E-08
sample_2007,5.61E-09,4.04E-07,0.885154177,1.67E-14,0.032908332,6.41E-07,0.016369185,8.73E-06,9.75E-11,0.065558524
sample_2008,2.67E-11,3.86E-10,2.94E-06,2.88E-17,1.02E-06,2.75E-12,0.977365563,3.48E-05,4.91E-14,0.022595732
sample_2009,1.83E-07,1.22E-05,0.00030111,7.56E-14,0.124478714,4.05E-09,0.001372864,0.303845311,2.22E-10,0.569989637
sample_2010,1.81E-09,5.23E-08,0.929022661,8.40E-15,0.002330691,2.20E-07,0.03955466,1.18E-06,4.01E-11,0.029090537
sample_2011,1.39E-09,1.92E-07,0.017422267,1.69E-15,0.006211494,1.05E-08,0.571658583,0.000213862,7.06E-12,0.404493591
sample_2012,7.25E-06,2.16E-05,0.62964624,3.63E-09,0.000477457,0.369759206,2.17E-07,5.82E-07,6.68E-05,2.07E-05
sample_2013,0.969378851,0.000913872,5.16E-06,4.64E-06,4.64E-06,7.14E-09,1.16E-08,0.02964316,4.52E-05,4.50E-06
sample_2014,2.11E-10,2.22E-08,0.005379127,2.90E-16,0.000372117,1.82E-09,0.90759203,3.31E-05,1.09E-12,0.086623606
sample_2015,0.001674014,0.993597621,0.000738504,4.32E-09,0.000736086,3.21E-05,3.14E-08,0.003170291,3.87E-05,1.27E-05
sample_2016,1.94E-07,8.37E-07,1.82E-05,8.15E-14,0.003606366,2.03E-10,0.001577723,0.181703428,1.10E-10,0.813093221
sample_2017,1.61E-11,7.51E-10,1.93E-05,1.72E-17,3.29E-06,1.11E-11,0.983914043,2.41E-05,4.23E-14,0.016039212
sample_2018,2.41E-09,8.16E-08,4.39E-05,1.48E-15,0.001109987,1.29E-10,0.05186696,0.007907372,3.45E-12,0.939071722
sample_2019,0.018121248,5.15E-05,6.36E-07,0.981404291,3.53E-09,1.48E-08,3.30E-11,1.64E-05,0.000405854,4.18E-09
sample_2020,1.84E-11,6.90E-10,1.19E-05,1.90E-17,2.79E-06,7.91E-12,0.980749299,3.14E-05,4.36E-14,0.019204623
sample_2021,0.00107045,0.000335505,6.54E-05,0.767600437,1.63E-08,0.000487034,9.41E-11,1.74E-06,0.230439408,8.31E-09
sample_2022,1.37E-06,2.09E-05,5.09E-05,4.18E-13,0.026710665,1.63E-09,8.16E-05,0.891822402,8.18E-10,0.081312201
sample_2023,4.52E-12,2.16E-10,9.45E-05,7.54E-18,2.96E-07,1.80E-11,0.998952743,1.72E-06,1.89E-14,0.000950729
sample_2024,0.028686111,0.004793315,1.60E-05,0.826864134,4.02E-08,8.87E-06,1.18E-10,2.11E-05,0.139610373,1.59E-08
sample_2025,3.54E-07,2.80E-07,0.998896597,1.45E-10,0.000341179,0.000688484,1.66E-06,5.80E-08,9.75E-07,7.04E-05
sample_2026,1.85E-07,9.96E-08,0.999450672,7.22E-11,0.000297383,0.000110272,4.73E-06,3.73E-08,3.47E-07,0.00013627
sample_2027,3.72E-09,2.34E-08,5.77E-06,2.34E-15,0.000167477,2.23E-11,0.028719563,0.005337185,3.38E-12,0.96576998
sample_2028,7.44E-08,2.01E-05,0.195665347,1.52E-13,0.793403348,6.32E-06,0.000106675,6.69E-05,1.38E-09,0.010731227
sample_2029,5.21E-10,1.61E-08,3.42E-05,3.96E-16,0.00014404,5.45E-11,0.442333936,0.001460603,8.81E-13,0.556027212
sample_2030,0.959114879,0.003558344,8.61E-06,3.70E-06,7.07E-06,1.81E-08,1.12E-08,0.037221385,8.16E-05,4.36E-06
sample_2031,6.69E-08,1.22E-05,0.430602158,1.77E-13,0.558569739,1.09E-05,0.000141149,3.20E-05,1.61E-09,0.010631746
sample_2032,1.33E-05,0.001439413,0.000353391,4.01E-12,0.148986423,4.87E-08,1.15E-05,0.838483579,1.38E-08,0.010712355
sample_2033,1.81E-05,0.00115374,0.867548519,4.22E-10,0.028372973,0.102656093,1.30E-06,2.25E-05,9.53E-06,0.000217194
sample_2034,0.000106271,0.03016545,0.001651857,3.85E-11,0.269991929,7.18E-07,6.91E-06,0.692616512,1.79E-07,0.005460179
sample_2035,1.06E-10,4.90E-09,0.035159863,2.84E-16,4.13E-05,3.53E-09,0.952270352,1.42E-06,1.00E-12,0.012527066
sample_2036,2.08E-11,1.30E-09,0.002371084,4.07E-17,6.56E-06,3.13E-10,0.992826626,1.50E-06,1.33E-13,0.004794228
sample_2037,2.32E-05,0.000798154,0.65911586,1.17E-09,0.00769844,0.332236583,5.61E-07,1.06E-05,2.96E-05,8.70E-05
sample_2038,2.64E-11,2.07E-09,0.001200701,4.17E-17,1.46E-05,2.44E-10,0.988519053,4.15E-06,1.39E-13,0.010261503
