Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
7822,50,8089,1Fam,9,5,1,0,6,1956,811,3,GasA,N,1073,0,2007,215232.884848211
7823,85,11838,1Fam,6,6,2,0,6,1994,707,3,GasA,Y,960,0,2007,188285.651075071
7824,144,9142,1Fam,5,5,1,1,6,1970,948,3,GasA,Y,1094,0,2008,159011.430039544
7825,63,18450,1Fam,7,2,1,0,7,1993,744,3,GasA,Y,902,0,2008,142538.593583388
7826,70,6240,1Fam,6,7,1,0,6,2008,896,2,GasA,Y,1266,0,2007,175218.223828345
7827,75,6897,1Fam,5,3,1,0,7,2004,1117,2,GasA,Y,894,0,2009,151111.862343379
7828,65,3182,Twnhs,5,5,1,1,7,1965,1264,0,GasA,Y,987,0,2007,106665.796757308
7829,60,14850,1Fam,6,5,2,1,7,1994,864,3,GasA,Y,848,0,2009,186432.074600544
7830,,10655,1Fam,6,5,1,0,7,1920,1728,3,GasA,Y,948,0,2007,165639.799521379
7831,100,11228,1Fam,6,5,2,0,7,1990,1844,2,GasA,Y,1040,0,2007,219838.015820996
7832,80,8400,1Fam,8,5,1,1,7,1940,1845,3,GasA,Y,2060,0,2008,289566.096561052
7833,,10200,1Fam,7,8,2,0,6,2006,712,2,GasA,Y,1002,0,2006,155524.756805294
7834,70,4800,1Fam,5,8,1,1,8,1997,780,6,GasA,Y,1752,0,2006,186311.319166322
7835,,9571,1Fam,7,5,1,0,10,1954,1127,3,GasA,Y,971,0,2006,206693.528777315
7836,75,7819,1Fam,6,8,2,0,6,1998,747,3,GasA,Y,910,0,2010,217084.546504579
7837,64,11846,1Fam,5,5,2,0,6,1959,0,3,GasA,Y,2113,0,2009,143836.828921555
7838,38,11616,Twnhs,9,5,2,0,7,1970,1686,3,GasA,Y,1442,0,2007,247272.668020219
7839,52,8450,1Fam,5,5,2,0,6,1955,1064,2,GasA,Y,1714,0,2008,114037.216287275
7840,77,9084,1Fam,5,5,3,1,5,1976,970,4,GasA,Y,1647,0,2009,171703.294943983
7841,116,12474,1Fam,6,5,1,0,5,1993,979,3,GasA,Y,1692,0,2009,162986.541724564
7842,,9900,1Fam,5,5,1,1,6,1997,1595,2,GasA,N,1506,0,2008,158651.669550746
7843,76,115149,1Fam,7,2,1,0,7,1999,728,6,GasA,Y,1636,0,2006,167197.234411381
7844,57,6993,1Fam,7,5,2,0,7,1990,1078,3,GasA,Y,729,0,2007,201436.968430056
7845,70,13560,1Fam,7,5,2,0,6,1915,1040,4,GasA,Y,1563,0,2007,146315.181041771
7846,70,13500,Twnhs,7,5,1,0,9,2004,845,2,GasA,Y,1614,0,2008,219919.232192847
7847,32,14154,1Fam,5,6,2,0,8,1987,720,3,GasA,Y,1382,0,2009,144057.482000433
7848,70,8712,TwnhsE,6,8,2,0,5,1969,804,2,GasA,Y,2142,0,2008,172903.031587669
7849,30,4590,1Fam,5,7,2,0,4,2004,1907,3,GasA,Y,928,0,2008,141160.877598197
7850,78,8750,1Fam,5,6,2,1,6,1948,689,2,GasA,Y,1365,0,2007,121273.669717832
7851,85,10637,1Fam,5,5,2,0,7,1971,1698,3,GasA,Y,990,0,2006,192389.606974922
7852,116,7677,1Fam,8,6,2,1,7,1968,0,3,GasA,Y,1226,0,2008,153322.643013504
7853,,1869,1Fam,5,5,1,1,6,1980,1595,3,GasA,Y,1360,0,2008,163009.546331111
7854,70,21872,1Fam,4,9,2,1,9,1959,936,4,GasA,Y,1617,0,2008,152850.469392035
7855,50,11645,1Fam,5,7,1,0,8,1965,1107,3,GasA,N,1223,0,2008,125354.104667896
7856,50,4438,1Fam,8,5,2,0,6,2009,1050,3,GasA,Y,1363,0,2008,235944.638354525
7857,36,39104,1Fam,6,8,2,0,4,2002,1563,3,GasA,Y,864,0,2006,205830.528716781
7858,,4500,1Fam,8,8,1,0,6,1941,1494,3,GasA,Y,904,0,2009,223145.947470614
7859,63,7200,TwnhsE,5,5,1,0,6,1939,1484,3,GasA,Y,1425,0,2006,133047.941883137
7860,,11317,1Fam,6,5,1,1,8,1970,770,4,GasA,Y,1539,0,2008,187868.507309597
7861,95,9017,1Fam,5,6,1,1,7,1930,1930,2,GasA,Y,858,0,2008,201668.516762075
7862,67,4456,TwnhsE,7,8,2,0,6,1966,1726,2,GasA,Y,1073,0,2006,231351.65839995
7863,90,9600,TwnhsE,4,5,1,0,6,2001,1188,3,GasA,Y,2229,0,2007,133628.296363344
7864,42,9945,1Fam,7,8,0,0,5,1966,1228,2,GasA,Y,754,0,2006,130259.937289052
7865,50,7420,1Fam,2,5,2,1,4,2003,832,3,GasA,Y,1556,0,2008,140696.073158563
7866,60,6120,1Fam,5,5,1,1,6,1948,1710,3,GasA,Y,1125,0,2010,179525.832236041
7867,74,8791,1Fam,7,5,1,0,6,1920,1100,3,GasA,Y,1072,0,2006,140810.384979349
7868,60,7200,1Fam,7,5,1,1,5,1968,855,4,GasA,Y,1385,0,2006,134421.532566429
7869,75,9790,1Fam,4,5,2,0,6,1948,1080,3,GasA,Y,1396,0,2008,148210.926755294
7870,65,12327,1Fam,7,5,1,0,6,2003,858,3,GasA,N,884,0,2007,201512.035477946
7871,84,10289,1Fam,4,5,1,0,6,2008,1203,3,GasA,Y,948,0,2006,162275.401668731
7872,,3182,1Fam,4,5,1,1,8,2003,816,2,GasA,Y,1486,0,2007,130569.505920547
7873,,4280,1Fam,5,5,2,1,7,1971,520,3,GasA,Y,1382,0,2007,125196.085822819
7874,87,7758,1Fam,6,5,2,0,7,1940,848,3,GasA,Y,1720,0,2010,150092.205328822
7875,,8791,1Fam,2,5,1,0,8,1978,1473,2,GasA,Y,1895,0,2008,160629.866068769
7876,50,13891,1Fam,7,5,2,1,6,2000,654,3,GasA,N,1652,0,2007,189064.017378338
7877,,12416,2fmCon,7,5,2,0,7,1960,1389,2,GasA,Y,1349,0,2009,189999.029689805
7878,82,8544,1Fam,4,5,1,0,6,1951,1264,3,GasA,Y,1097,0,2008,119677.135884762
7879,60,8849,1Fam,3,7,1,1,4,2005,1268,3,GasA,N,1742,0,2006,116678.542214404
7880,,10237,1Fam,7,7,1,0,6,1940,1004,3,GasA,Y,1548,0,2007,176306.841637041
7881,70,12704,1Fam,7,5,2,0,7,2007,1040,3,GasA,Y,1959,0,2010,228551.682352432
7882,,9600,1Fam,5,6,1,0,7,1998,1800,2,GasA,Y,1802,0,2006,172693.431285225
7883,60,11600,1Fam,6,5,1,1,5,1994,858,2,GasA,Y,1389,0,2006,154468.334593888
7884,,7200,1Fam,7,5,2,0,8,1915,1373,3,GasA,N,2267,0,2009,149788.471116829
7885,36,8816,2fmCon,4,5,1,1,4,1993,1626,3,GasA,Y,2332,0,2010,147102.937610981
7886,63,8400,1Fam,6,4,2,0,6,1998,1056,3,GasA,Y,1558,0,2008,141246.542375042
7887,84,13418,TwnhsE,6,5,1,1,6,2003,802,3,GasA,N,886,0,2009,150747.353539281
7888,59,7200,1Fam,7,5,1,1,6,1961,1444,3,GasA,Y,1441,0,2007,195861.412760086
7889,52,13500,1Fam,5,5,1,1,8,1940,1098,3,GasA,Y,2054,0,2007,124195.796056292
7890,62,7000,1Fam,8,5,2,0,10,1999,1013,3,GasA,Y,1795,0,2009,233865.464113099
7891,65,4500,1Fam,8,4,2,0,8,1922,864,3,GasA,Y,1324,0,2009,227591.813592232
7892,70,9101,1Fam,7,5,2,0,11,2008,1478,3,GasA,Y,2640,0,2006,245611.37499914
7893,70,6930,1Fam,6,6,2,0,7,1964,912,4,GasA,Y,1120,0,2009,187018.303434396
7894,60,10267,1Fam,6,5,1,1,7,1965,1517,2,GasA,Y,1498,0,2007,170153.410398231
7895,60,3922,1Fam,7,6,2,1,7,2003,1175,3,GasA,Y,848,0,2007,221621.003073805
7896,78,10562,1Fam,7,5,1,0,7,2008,1580,3,GasA,Y,990,0,2010,235254.148245449
7897,69,11900,Duplex,5,5,2,0,7,1956,1136,3,GasA,Y,928,0,2010,120901.896541684
7898,56,11924,TwnhsE,6,7,1,0,7,1915,806,2,GasA,Y,1217,0,2009,111184.700176408
7899,50,15593,1Fam,6,5,2,1,5,1995,617,3,GasA,Y,980,0,2010,236321.376434766
7900,108,10921,1Fam,7,8,1,0,5,1960,990,3,GasA,Y,1111,0,2007,218117.935701805
7901,86,6130,1Fam,7,5,2,0,5,2004,1145,2,GasA,Y,875,0,2007,181550.611149958
7902,,19296,1Fam,8,7,2,0,7,1972,1424,3,GasA,Y,1539,0,2006,261339.879622486
7903,,4571,1Fam,5,6,2,0,8,2006,672,3,GasA,Y,3194,0,2007,122114.600431621
7904,75,10800,1Fam,5,7,2,1,7,2000,1158,3,GasA,Y,816,0,2007,169969.829252934
7905,80,12984,1Fam,6,5,2,1,6,2006,740,3,GasA,Y,1442,0,2007,189553.465232899
7906,,6780,1Fam,7,5,1,0,6,1965,864,4,GasA,N,840,0,2009,128710.133547308
7907,80,10800,1Fam,5,5,2,1,7,1960,1494,2,GasA,Y,1905,0,2009,171071.345184303
7908,,12090,TwnhsE,4,5,1,0,8,1918,1516,3,GasA,Y,1728,0,2007,155249.316107479
7909,120,6768,1Fam,7,5,2,0,11,1996,1273,3,GasA,Y,2157,0,2007,220493.261717569
7910,70,4750,1Fam,6,5,2,0,5,1963,756,4,GasA,Y,835,648,2006,143245.281149172
7911,60,9453,1Fam,6,5,2,0,5,2008,936,2,GasA,Y,1588,0,2010,190596.870873653
7912,65,10400,1Fam,5,5,1,0,7,1948,796,4,GasA,Y,1316,0,2008,91461.0139770184
7913,104,12327,1Fam,7,6,2,0,7,1977,1161,4,GasA,Y,2020,0,2007,203928.929070451
7914,,12150,1Fam,5,6,1,0,7,1966,700,2,GasA,Y,1620,0,2006,119655.809904303
7915,75,9588,1Fam,7,4,2,0,3,1966,1253,3,GasA,Y,1647,0,2008,164616.695835351
7916,,8967,1Fam,5,5,2,0,10,1982,738,3,GasA,N,1477,0,2008,164663.706621894
7917,50,13560,Twnhs,7,6,1,0,8,1972,720,3,GasA,Y,2285,0,2006,132999.540783978
7918,85,9000,Twnhs,7,5,2,0,7,1967,458,3,GasA,Y,694,0,2006,139788.498326039
7919,78,5586,1Fam,5,5,2,1,6,2006,1232,3,GasA,Y,1232,0,2008,151503.596508073
7920,,7590,1Fam,6,5,1,0,10,1920,1125,3,GasA,Y,2084,0,2009,161912.396900015
7921,66,10240,1Fam,8,5,2,0,6,1999,715,6,GasA,Y,2728,0,2007,196949.46964716
7922,72,21750,1Fam,8,5,1,0,7,1979,702,2,GasA,Y,1441,0,2007,166738.777916709
7923,60,13072,1Fam,6,4,1,0,5,1926,980,3,GasA,Y,1978,0,2007,109663.910921753
7924,100,5119,1Fam,6,5,1,0,6,1930,795,6,GasA,Y,1710,0,2008,88955.9649338517
7925,92,7018,1Fam,6,5,1,1,8,1914,756,3,GasA,Y,981,0,2006,116817.621291399
7926,85,9022,1Fam,6,5,2,1,8,1940,1734,2,GasA,Y,1158,0,2006,166103.432031058
7927,90,7875,1Fam,6,5,1,0,7,1971,861,3,GasA,Y,1291,0,2009,148590.74152751
7928,51,4500,1Fam,4,6,2,1,10,1930,684,3,GasA,Y,1057,0,2006,75552.5349999114
7929,79,9084,1Fam,6,8,2,1,5,1949,980,3,GasA,Y,1392,0,2009,177483.640424188
7930,99,14762,1Fam,7,7,2,0,6,1968,1092,3,GasA,Y,1425,0,2008,212951.148506408
7931,60,10659,1Fam,7,8,1,0,5,2005,1291,3,GasA,Y,2320,0,2010,207342.61218514
7932,60,6204,1Fam,6,5,1,0,6,1880,1398,4,GasA,Y,2531,0,2010,105349.237528953
7933,,21780,1Fam,4,5,1,0,7,2009,1414,3,GasA,Y,1626,0,2010,211175.696917799
7934,55,6780,1Fam,7,7,1,0,4,1936,1142,2,GasA,Y,1302,0,2007,129656.667571467
7935,78,12800,TwnhsE,4,6,1,0,5,1926,1010,3,GasA,Y,866,0,2008,123815.028817825
7936,64,8405,1Fam,7,8,3,0,8,1971,859,3,GasA,Y,1232,0,2007,215844.64831766
7937,92,13891,1Fam,6,6,2,0,5,1940,0,3,GasA,Y,2031,0,2007,148041.573993903
7938,86,8172,TwnhsE,5,4,1,0,5,1958,689,3,GasA,Y,875,0,2008,89745.0222048977
7939,86,10140,2fmCon,6,5,2,0,6,1946,756,3,GasA,Y,1733,0,2006,163668.292967968
7940,70,9531,1Fam,5,5,1,0,6,2006,1494,3,GasA,N,1347,0,2007,172922.976661622
7941,,3922,1Fam,8,2,2,0,7,1995,795,2,GasA,Y,520,0,2010,177535.823190197
7942,57,7200,1Fam,5,5,1,0,6,1973,576,3,GasA,Y,789,0,2007,129895.628192853
7943,65,14157,1Fam,7,5,1,0,7,1929,1517,2,GasA,Y,1726,0,2007,197987.312967533
7944,65,11443,1Fam,6,5,1,1,8,1956,1842,3,GasA,Y,1080,0,2006,148937.040579931
7945,60,6120,TwnhsE,8,6,2,0,7,1977,0,2,GasA,Y,1135,0,2008,202404.104292421
7946,,9600,1Fam,8,5,1,0,8,1954,1518,2,GasA,Y,1144,0,2008,268738.217430417
7947,83,10970,1Fam,6,8,1,0,7,2003,0,3,GasA,Y,1617,0,2010,147573.518477803
7948,,3230,1Fam,4,6,2,1,7,1956,1314,3,GasA,Y,1634,0,2009,113863.914256702
7949,,4224,1Fam,6,5,1,1,7,1959,824,4,GasA,Y,1605,0,2007,152797.485513933
7950,80,8741,1Fam,5,5,1,0,6,1972,910,4,GasA,Y,827,0,2008,90950.3285702879
7951,130,8760,1Fam,5,5,2,0,7,1971,1202,4,GasA,Y,2234,0,2006,143615.871195077
7952,70,9591,1Fam,6,7,2,0,11,1966,901,3,GasA,Y,1661,0,2008,183380.402507817
7953,,6402,1Fam,5,5,2,0,5,1977,864,3,GasA,Y,1131,0,2008,157315.933932653
7954,70,13286,1Fam,7,5,2,0,6,1912,1020,3,GasA,Y,1077,0,2010,160415.169860345
7955,68,9022,1Fam,7,5,2,0,6,2007,768,2,GasA,Y,1320,0,2006,144616.167805582
7956,45,8791,1Fam,6,5,2,1,3,1954,1860,3,GasA,Y,1949,0,2009,145186.994041308
7957,105,11423,1Fam,6,5,2,0,5,1970,1518,1,GasA,Y,1015,0,2008,212251.795186336
7958,77,16905,1Fam,6,7,1,0,5,1969,840,4,GasA,Y,1383,0,2007,164579.550107353
7959,65,10264,1Fam,7,5,1,0,6,1999,1593,3,GasA,Y,1277,0,2006,185869.253896606
7960,,8068,1Fam,4,5,1,1,5,1936,755,3,GasA,Y,2403,0,2009,86561.3717414099
7961,50,7875,1Fam,5,5,1,0,10,2004,816,3,GasA,Y,1200,0,2007,133801.770935314
7962,92,6600,1Fam,9,5,1,0,7,1975,783,3,GasA,Y,1389,0,2009,180628.918763802
7963,,9000,1Fam,7,5,1,0,5,2000,1117,3,GasA,Y,1004,0,2006,127980.269852408
7964,44,8877,1Fam,6,5,1,0,8,2005,1488,3,GasA,Y,2158,0,2008,188591.225506446
7965,70,13286,1Fam,6,3,1,1,6,1976,795,3,GasA,Y,1694,0,2007,94143.0612027757
7966,,5925,1Fam,8,6,1,0,14,1988,813,3,GasA,Y,1826,0,2007,270608.25288296
7967,,22420,1Fam,8,5,2,0,5,2008,600,2,GasA,Y,1582,0,2008,235773.031282056
7968,43,4435,1Fam,6,5,2,1,7,1946,0,3,GasA,N,861,0,2006,146217.320279563
7969,,8450,1Fam,6,6,1,0,6,2005,1434,1,GasA,Y,1529,0,2010,137759.029480014
7970,50,6762,1Fam,7,5,1,0,7,2008,1670,3,GasA,Y,1541,0,2006,209718.900898482
7971,80,11553,1Fam,6,7,1,1,9,1976,1686,6,GasA,Y,1709,0,2008,202759.395555668
7972,53,9480,1Fam,8,5,1,0,6,1959,1032,3,GasA,N,1922,0,2006,197839.998894996
7973,,11645,1Fam,9,5,1,1,8,1977,729,2,GasA,Y,928,0,2010,226069.132732264
7974,57,10846,1Fam,6,5,2,0,8,1949,866,3,GasA,Y,1800,0,2007,175597.982385749
7975,70,5000,1Fam,8,5,1,0,9,1963,520,4,GasA,Y,987,0,2008,165823.870310655
7976,,11924,1Fam,6,5,2,1,5,1958,1107,1,GasA,Y,1208,0,2008,149626.679777753
7977,80,12552,1Fam,9,6,2,0,6,2007,864,2,GasA,Y,1550,0,2006,273477.724462846
7978,80,7750,TwnhsE,6,5,1,0,5,1940,1742,3,GasA,Y,1092,0,2007,141521.795279463
7979,96,8470,1Fam,5,5,1,0,5,1920,723,6,GasA,Y,1728,0,2006,145012.549728886
7980,,11146,1Fam,7,5,2,0,7,1964,840,2,GasA,Y,2290,0,2006,216234.331689894
7981,80,21000,1Fam,7,5,2,0,5,1976,1248,3,GasA,N,2520,0,2006,168957.85034322
7982,,3182,1Fam,7,6,1,0,5,1918,1728,2,GasA,Y,1478,0,2007,180688.585802802
7983,75,12384,1Fam,7,6,1,0,5,2002,1210,4,GasA,Y,1054,0,2008,181655.676230977
7984,60,10570,1Fam,4,7,1,1,7,2004,1461,4,GasA,Y,1302,0,2008,171651.409385439
7985,115,11600,1Fam,6,5,2,0,8,1967,105,4,GasA,Y,1148,0,2006,130325.258971064
7986,,8125,1Fam,5,5,2,0,6,2003,1479,2,GasA,Y,1724,0,2006,172405.405222496
7987,21,9588,1Fam,5,6,2,2,6,1937,832,3,GasA,Y,1097,0,2006,142668.723251307
7988,67,12400,TwnhsE,7,6,2,1,6,2007,1408,5,GasA,Y,2097,0,2008,242775.093069125
7989,87,16226,1Fam,6,5,2,0,5,2006,1144,3,GasA,Y,2452,0,2009,194700.718367991
7990,72,12342,1Fam,5,6,1,0,4,1986,660,3,GasA,Y,1839,0,2008,111397.173447087
7991,72,7015,1Fam,6,6,3,1,8,2006,1473,3,GasA,Y,1392,0,2008,199025.47597162
7992,53,12416,1Fam,6,5,3,0,4,2001,806,2,GasA,Y,1644,0,2006,189328.559731348
7993,84,7862,Twnhs,8,5,1,0,6,1972,1276,3,GasA,N,1796,0,2010,224911.104537522
7994,80,17120,1Fam,5,8,2,1,7,1975,1428,4,GasA,N,1072,0,2006,159807.450263277
7995,57,5520,1Fam,7,5,1,0,7,1922,936,4,GasA,Y,1218,0,2006,150113.144082005
7996,82,6563,1Fam,5,8,2,0,8,2006,912,3,GasA,Y,2519,0,2006,158030.332106699
7997,80,12984,1Fam,6,6,1,1,9,1988,1704,3,GasA,N,886,0,2008,180908.925176739
7998,,8765,1Fam,5,5,1,0,5,1920,672,3,GasA,Y,1192,0,2006,84732.3669199248
7999,50,8405,1Fam,8,6,2,0,7,1920,880,3,GasW,Y,2097,0,2008,211381.398485448
8000,100,12095,2fmCon,5,5,2,1,7,1998,1144,3,GasA,Y,1200,0,2008,185340.095006997
8001,60,11423,1Fam,7,5,1,1,4,1918,765,3,GasA,Y,1302,0,2007,137303.443007368
8002,83,11475,Twnhs,6,6,2,0,4,2000,1053,2,GasA,Y,924,0,2008,127287.155572467
8003,24,7711,TwnhsE,7,5,2,0,8,1958,1248,3,GasA,Y,2727,0,2007,180266.668875309
8004,,2280,1Fam,5,5,2,0,2,1993,1842,3,GasA,Y,2398,0,2009,139593.92168267
8005,60,11888,TwnhsE,7,8,1,0,5,1972,920,1,GasA,Y,970,0,2010,179621.730233163
8006,75,7200,1Fam,5,5,2,1,5,1958,1063,4,GasA,Y,2172,0,2008,111584.109924304
8007,60,2448,1Fam,7,5,1,0,8,1925,1360,3,GasA,Y,1200,0,2007,177778.689843545
8008,121,53107,TwnhsE,8,5,2,0,5,2002,780,4,GasA,Y,904,0,2009,213758.743279359
8009,51,9382,TwnhsE,7,7,1,1,6,1916,938,3,GasA,Y,1629,0,2007,195234.435581826
8010,35,7892,Twnhs,7,5,1,0,6,1974,600,5,GasA,Y,1476,0,2006,110804.812725897
8011,,7596,1Fam,6,6,2,0,6,1947,600,4,GasA,Y,987,0,2008,128174.629087939
8012,110,2117,1Fam,6,6,1,0,5,1972,1260,3,GasA,Y,1484,0,2008,141780.656222269
8013,72,6060,1Fam,5,5,1,0,6,2006,1151,3,GasA,Y,1375,0,2007,173741.513542463
8014,65,13560,1Fam,8,5,1,0,6,1945,1144,3,GasA,Y,1232,0,2007,164102.509554861
8015,60,15602,1Fam,4,5,1,0,12,1958,1253,2,GasA,Y,1852,0,2009,159088.625551018
8016,75,11846,1Fam,7,5,2,1,10,1997,793,3,GasA,Y,971,0,2009,263259.66070605
8017,50,8400,1Fam,6,6,3,0,8,1914,1063,3,GasA,Y,1344,0,2008,171307.444667338
8018,35,17920,1Fam,5,5,2,0,5,1967,630,3,GasA,Y,1048,0,2006,134417.743841762
8019,80,4456,1Fam,7,5,1,0,7,1955,547,3,GasA,Y,1682,0,2008,176822.198851819
8020,49,11075,TwnhsE,5,6,1,0,6,2006,1244,4,GasA,Y,1719,0,2009,146307.249453279
8021,34,1680,1Fam,8,7,1,1,9,1972,616,2,GasA,Y,1651,0,2010,179634.843811584
8022,60,9480,1Fam,5,5,1,1,10,1956,689,2,GasA,Y,1928,0,2010,104396.556098211
8023,51,10200,1Fam,7,5,2,0,7,1981,755,3,GasA,Y,1614,0,2009,207858.849169571
8024,50,8480,1Fam,5,2,2,0,6,2004,793,3,GasA,Y,1362,0,2008,95387.8015253602
8025,57,4058,1Fam,5,5,2,0,7,1973,1559,4,GasA,Y,2376,0,2008,143872.098223422
8026,108,7861,1Fam,7,5,2,0,5,2009,0,4,GasA,Y,1768,0,2008,178097.086746238
8027,75,6000,1Fam,5,6,1,1,7,1964,832,4,GasA,Y,1063,0,2007,128799.747307252
8028,75,11911,Twnhs,7,6,2,1,7,1999,1800,2,GasA,Y,1904,0,2008,257170.554965335
8029,50,10918,1Fam,7,5,1,0,6,1979,1088,3,GasA,Y,1478,0,2008,135194.815354713
8030,85,8012,1Fam,7,5,1,0,7,1934,755,2,GasA,Y,2098,0,2008,118353.778241358
8031,72,9180,1Fam,1,7,1,1,7,1958,924,3,GasA,Y,1509,0,2007,120002.140209049
8032,70,3922,1Fam,5,5,2,0,6,1976,1440,1,GasA,Y,1428,0,2009,178365.258345132
8033,51,11143,1Fam,6,7,1,0,6,1993,892,1,GasA,Y,1128,0,2010,139033.538795654
8034,65,14375,1Fam,4,5,2,1,5,1922,1792,3,GasA,Y,1200,0,2008,135606.667957397
8035,,12224,1Fam,9,5,1,1,8,1957,686,4,GasA,Y,1200,0,2009,225258.186992252
8036,50,8480,Duplex,7,5,1,1,6,1971,1468,3,GasA,Y,1437,0,2009,196956.303755085
8037,60,9531,1Fam,6,5,2,0,5,1963,1136,3,GasA,Y,1208,0,2010,75784.6982567445
8038,72,8123,1Fam,7,5,2,1,8,1910,901,2,GasA,Y,2110,0,2010,189250.190507102
8039,96,7200,TwnhsE,5,6,1,1,10,2000,572,3,GasA,Y,1959,0,2009,134973.281238885
8040,96,8012,1Fam,6,5,2,1,6,1960,689,1,GasA,Y,1200,0,2010,160886.660674277
8041,,9525,1Fam,6,5,1,1,8,2003,741,4,GasA,Y,2576,0,2008,175037.759743699
8042,82,14226,1Fam,4,5,1,1,7,1986,832,4,GasA,Y,1425,0,2009,136647.270443545
8043,30,9200,1Fam,6,5,1,0,6,1980,813,4,GasA,Y,1713,0,2008,99372.6869248413
8044,76,9571,1Fam,8,9,2,0,6,1994,483,3,GasA,Y,987,0,2010,189338.889730234
8045,50,17920,TwnhsE,5,6,2,0,6,1915,1153,3,GasA,Y,1112,0,2006,129728.039342955
8046,64,13688,1Fam,6,5,2,1,7,1994,894,3,GasA,Y,2126,0,2009,158436.665787746
8047,75,8880,1Fam,9,5,1,0,9,2005,689,3,GasA,Y,858,0,2006,252795.451361367
8048,74,10921,1Fam,6,5,2,1,9,2002,1002,4,GasA,Y,1473,0,2006,218637.719323968
8049,94,20896,1Fam,5,5,1,1,7,1956,770,1,GasA,Y,1839,0,2009,119942.049074264
8050,64,8462,1Fam,8,5,2,1,8,1966,912,4,GasA,Y,1148,0,2006,184335.925914685
8051,98,1680,1Fam,6,7,2,1,7,1922,845,2,GasA,Y,1414,0,2009,159067.482526826
8052,100,20896,1Fam,6,7,1,0,6,1941,742,3,GasA,Y,1234,0,2009,153098.902854189
8053,98,7018,Duplex,5,6,2,0,5,1954,798,4,GasA,Y,2153,0,2006,147753.410454594
8054,60,9250,Duplex,5,5,2,0,6,2003,1484,4,GasA,Y,2172,0,2009,148401.917613839
8055,72,10083,1Fam,5,5,1,1,8,1998,1210,2,GasA,N,914,0,2010,189464.442865517
8056,,9020,1Fam,4,6,1,1,10,2007,1468,3,GasA,Y,1368,0,2008,173029.936118607
8057,,10141,1Fam,7,6,1,0,5,2004,783,3,GasA,Y,1428,0,2008,184807.17564496
8058,84,11670,1Fam,5,5,2,1,7,1915,1390,2,GasA,Y,1344,0,2007,123836.074093539
8059,65,115149,TwnhsE,6,5,1,1,7,1880,1419,2,GasA,Y,1391,0,2006,190330.19191127
8060,95,8640,1Fam,6,5,2,1,8,1941,1800,3,GasA,N,1063,0,2006,177551.311161032
8061,68,14191,1Fam,6,5,2,0,6,2002,440,2,GasA,Y,1426,0,2009,145506.209144003
8062,60,115149,1Fam,10,4,3,0,5,2006,698,4,GasA,Y,1644,0,2006,258421.682530702
8063,70,12665,TwnhsE,6,8,2,0,5,1955,1650,4,GasA,Y,1656,0,2009,190308.851024787
8064,77,12095,TwnhsE,5,5,1,0,4,1965,980,4,GasA,Y,1262,0,2006,145127.507917165
8065,86,9965,1Fam,6,5,1,0,4,2006,1561,4,GasA,Y,4676,0,2009,167597.616283692
8066,75,17104,1Fam,5,5,2,1,7,1958,1478,3,GasA,Y,1486,0,2010,136818.909059815
8067,77,9084,TwnhsE,8,6,1,0,5,1994,718,4,Grav,N,2574,0,2008,200443.879060506
8068,60,7150,1Fam,5,5,1,1,5,1963,744,3,GasA,N,1235,0,2006,85551.6218483362
8069,60,5925,1Fam,7,5,2,0,7,1908,1080,3,GasA,Y,1928,0,2008,144707.529993541
8070,,7800,TwnhsE,6,4,2,1,9,1915,1099,3,GasA,Y,1389,0,2006,131601.951565718
8071,66,12203,1Fam,5,6,1,0,6,1996,1299,3,GasA,Y,1494,0,2008,181480.538018418
8072,72,9500,1Fam,5,7,1,0,6,1977,1264,2,GasA,Y,1442,0,2006,145573.002820494
8073,70,11616,Duplex,7,5,2,0,7,1997,816,2,GasA,Y,1092,0,2007,176789.197536305
8074,60,15660,1Fam,6,5,1,0,8,1996,1362,2,GasA,Y,1466,0,2009,192054.036406194
8075,58,7875,2fmCon,6,7,2,0,6,2005,1682,2,GasA,Y,1288,0,2007,158005.310911006
8076,30,10237,1Fam,6,7,1,1,6,1940,1330,3,GasA,Y,4676,0,2009,155600.661098632
8077,,10570,1Fam,9,5,2,0,8,1976,1431,2,GasA,Y,1788,0,2009,305409.491703659
8078,75,8450,1Fam,8,5,1,0,6,1969,816,2,GasA,N,3112,0,2007,202466.599069574
8079,70,7945,1Fam,8,5,0,0,9,1971,996,3,GasA,Y,2576,0,2008,178212.46164914
8080,,34650,1Fam,7,7,1,0,5,1924,1056,3,GasW,Y,1800,0,2007,216949.083465527
8081,65,27650,1Fam,5,7,1,1,6,1908,644,3,GasA,Y,894,0,2009,117882.627657445
8082,82,6858,TwnhsE,8,5,3,1,6,1940,768,3,GasA,Y,1947,0,2006,169578.989447157
8083,76,8750,1Fam,4,6,2,1,4,1910,3138,4,GasA,Y,864,0,2009,183662.762918102
8084,35,27650,1Fam,7,5,2,0,6,1890,649,2,GasA,N,1077,0,2009,201969.063683262
8085,71,6240,1Fam,5,3,1,0,8,1972,1040,3,GasA,N,1590,0,2006,108930.567780692
8086,,6173,1Fam,6,5,1,1,7,1999,756,3,GasA,Y,1426,0,2009,157561.279928301
